Date,Close/Last,Volume,Open,High,Low
06/23/2023,1929.60,181273,1923.50,1949.00,1919.50
06/22/2023,1923.70,165183,1943.30,1945.10,1922.00
06/21/2023,1944.90,176555,1948.00,1950.40,1929.30
06/20/2023,1947.70,244367,1970.70,1971.80,1940.80
06/16/2023,1971.20,157636,1970.30,1980.40,1965.40
06/15/2023,1970.70,258559,1955.70,1972.80,1936.10
06/14/2023,1968.90,195705,1957.20,1973.90,1952.50
06/13/2023,1958.60,194386,1971.40,1985.90,1953.00
06/12/2023,1969.70,119121,1975.60,1981.40,1963.10
06/09/2023,1977.20,127618,1980.50,1987.80,1971.00
06/08/2023,1978.60,186811,1956.20,1985.70,1955.20
06/07/2023,1958.40,186154,1980.00,1986.50,1955.40
06/06/2023,1965.50,164,1960.80,1965.00,1958.80
06/05/2023,1958.00,713,1947.50,1961.90,1937.80
06/02/2023,1952.40,356,1977.10,1982.50,1947.40
06/01/2023,1978.00,750,1963.20,1983.00,1954.30
05/31/2023,1963.90,5710,1958.20,1973.00,1953.00
05/30/2023,1958.00,37838,1942.70,1962.60,1931.00
05/26/2023,1944.30,163026,1941.70,1957.10,1936.00
05/25/2023,1943.70,247078,1959.50,1965.40,1939.00
05/24/2023,1964.60,225889,1977.30,1987.90,1958.40
05/23/2023,1974.50,207433,1973.90,1980.00,1955.80
05/22/2023,1977.20,161997,1979.40,1981.10,1973.40
05/19/2023,1981.60,228720,1960.50,1987.40,1956.30
05/18/2023,1959.80,221594,1985.60,1988.80,1954.40
05/17/2023,1984.90,200251,1993.00,1997.00,1978.10
05/16/2023,1993.00,224203,2021.30,2022.70,1989.10
05/15/2023,2022.70,159252,2013.40,2027.50,2011.20
05/12/2023,2019.80,214111,2020.50,2027.80,2005.70
05/11/2023,2020.50,275846,2036.80,2047.60,2016.70
05/10/2023,2037.10,242839,2041.60,2056.00,2028.30
05/09/2023,2042.90,181949,2028.40,2045.10,2026.40
05/08/2023,2033.20,164088,2024.60,2037.10,2022.00
05/05/2023,2024.80,261252,2058.00,2061.30,2007.00
05/04/2023,2055.70,304106,2054.70,2085.40,2038.50
05/03/2023,2037.00,223500,2026.40,2050.00,2016.00
05/02/2023,2023.30,238278,1990.50,2028.80,1986.90
05/01/2023,1992.20,169545,2000.20,2015.40,1985.70
04/28/2023,1999.10,166935,1997.20,2004.10,1984.40
04/27/2023,1999.00,198056,1999.80,2013.30,1982.00
04/26/2023,1996.00,231110,2007.70,2020.20,1993.70
04/25/2023,2004.50,214107,1999.40,2014.50,1986.20
04/24/2023,1999.80,136854,1992.00,2001.50,1984.40
04/21/2023,1990.50,205700,2016.10,2016.80,1982.30
04/20/2023,2019.10,158915,2007.70,2024.20,2002.20
04/19/2023,2007.30,214273,2017.90,2020.30,1980.90
04/18/2023,2019.70,160716,2007.90,2024.60,2003.30
04/17/2023,2007.00,178631,2014.10,2028.00,1993.40
04/14/2023,2015.80,259581,2054.70,2061.60,2006.00
04/13/2023,2055.30,190641,2029.50,2063.40,2028.30
04/12/2023,2024.90,220798,2019.10,2043.90,2015.70
04/11/2023,2019.00,122902,2007.00,2022.50,2003.70
04/10/2023,2003.80,133204,2008.60,2021.50,1996.50
04/06/2023,2026.40,145401,2037.10,2037.70,2016.50
04/05/2023,2020.90,525,2022.10,2033.80,2013.60
04/04/2023,2022.20,811,1984.60,2027.10,1979.00
04/03/2023,1983.90,737,1968.10,1991.70,1950.00
03/31/2023,1969.00,957,1981.30,1986.80,1968.00
03/30/2023,1980.30,9979,1965.90,1984.40,1954.90
03/29/2023,1966.90,87911,1975.40,1976.00,1959.50
03/28/2023,1973.50,181641,1957.80,1977.10,1949.90
03/27/2023,1953.80,202321,1982.60,1984.00,1945.00
03/24/2023,1983.80,276299,1996.10,2006.50,1977.70
03/23/2023,1995.90,257040,1974.00,2006.10,1967.30
03/22/2023,1949.60,240155,1943.50,1982.30,1936.50
03/21/2023,1941.10,242914,1983.10,1988.70,1938.60
03/20/2023,1999.70,66038,2008.60,2031.70,1987.00
03/17/2023,1990.20,63433,1942.70,2010.40,1939.10
03/16/2023,1923.00,242983,1922.80,1938.00,1911.50
03/15/2023,1931.30,376775,1908.20,1942.50,1889.50
03/14/2023,1910.90,254442,1919.40,1919.40,1899.80
03/13/2023,1916.50,426262,1877.10,1919.50,1875.70
03/10/2023,1867.20,319696,1835.10,1874.30,1830.00
03/09/2023,1834.60,207702,1818.00,1839.40,1815.40
03/08/2023,1818.60,186948,1818.00,1828.70,1813.40
03/07/2023,1820.00,225479,1852.60,1856.90,1817.10
03/06/2023,1852.40,130994,1861.00,1864.30,1850.60
03/03/2023,1854.60,152535,1842.10,1864.40,1842.00
03/02/2023,1840.50,135493,1843.80,1845.30,1835.90
03/01/2023,1845.40,179501,1834.00,1852.50,1829.60
02/28/2023,1836.70,175222,1823.90,1838.60,1810.80
02/27/2023,1824.90,127138,1818.00,1827.30,1812.00
02/24/2023,1817.10,162961,1829.70,1835.10,1815.50
02/23/2023,1826.80,174152,1834.70,1841.20,1824.80
02/22/2023,1841.50,137955,1843.70,1855.00,1831.90
02/21/2023,1842.50,205256,1850.50,1856.40,1839.00
02/17/2023,1850.20,161154,1845.70,1853.10,1827.70
02/16/2023,1851.80,163521,1846.50,1854.90,1836.60
02/15/2023,1845.30,165570,1865.10,1870.90,1839.30
02/14/2023,1865.40,209831,1864.10,1881.60,1852.50
02/13/2023,1863.50,127343,1876.70,1877.20,1860.80
02/10/2023,1874.50,150144,1873.50,1883.50,1863.50
02/09/2023,1878.50,177874,1888.30,1902.30,1870.20
02/08/2023,1890.70,126260,1885.10,1898.90,1881.40
02/07/2023,1884.80,172946,1880.30,1897.20,1877.50
02/06/2023,1879.50,158761,1878.00,1894.00,1873.20
02/03/2023,1876.60,296669,1926.30,1932.40,1874.50
02/02/2023,1930.80,242931,1967.10,1975.20,1925.60
02/01/2023,1942.80,205037,1944.00,1970.80,1936.10
01/31/2023,1945.30,189046,1938.60,1946.90,1915.50
01/30/2023,1939.20,134362,1944.00,1950.10,1936.20
01/27/2023,1945.60,142448,1945.80,1952.10,1933.00
01/26/2023,1946.70,127736,1965.00,1966.50,1935.10
01/25/2023,1959.40,81544,1955.20,1966.30,1937.50
01/24/2023,1952.20,82356,1948.90,1960.50,1935.00
01/23/2023,1945.40,55696,1948.00,1953.30,1929.20
01/20/2023,1928.20,161073,1933.70,1939.00,1922.00
01/19/2023,1923.90,204470,1907.00,1936.90,1902.00
01/18/2023,1907.00,209782,1911.10,1929.80,1898.60
01/17/2023,1909.90,253693,1923.80,1931.80,1906.20
01/13/2023,1921.70,226750,1898.80,1925.30,1895.10
01/12/2023,1898.80,243497,1879.70,1906.50,1872.40
01/11/2023,1878.90,201761,1881.30,1890.90,1870.90
01/10/2023,1876.50,150115,1875.70,1885.20,1872.00
01/09/2023,1877.80,183869,1872.80,1886.40,1869.30
01/06/2023,1869.70,208187,1835.90,1875.20,1835.20
01/05/2023,1840.60,177851,1861.20,1864.30,1829.90
01/04/2023,1859.00,193760,1845.20,1871.30,1842.00
01/03/2023,1846.10,206818,1831.80,1856.60,1831.30
12/30/2022,1826.20,103926,1821.80,1832.40,1819.80
12/29/2022,1826.00,103283,1812.30,1827.30,1811.20
12/28/2022,1815.80,110705,1822.40,1822.80,1804.20
12/27/2022,1823.10,156189,1808.20,1841.90,1808.00
12/23/2022,1804.20,100413,1801.00,1812.20,1798.90
12/22/2022,1795.30,168989,1823.80,1829.30,1792.70
12/21/2022,1823.90,103269,1827.90,1833.80,1821.30
12/20/2022,1825.40,191823,1796.80,1832.40,1793.70
12/19/2022,1797.70,84087,1801.60,1808.60,1793.20
12/16/2022,1800.20,126360,1786.90,1804.20,1783.90
12/15/2022,1787.80,179653,1818.70,1819.70,1782.00
12/14/2022,1818.70,140490,1822.60,1825.40,1806.20
12/13/2022,1825.50,222725,1792.30,1836.90,1791.80
12/12/2022,1792.30,105314,1808.00,1809.30,1789.00
12/09/2022,1810.70,145372,1801.90,1819.00,1800.10
12/08/2022,1801.50,111761,1799.50,1806.90,1793.20
12/07/2022,1798.00,149600,1783.30,1803.20,1780.50
12/06/2022,1782.40,123344,1780.80,1793.20,1779.10
12/05/2022,1781.30,175905,1810.50,1822.90,1778.10
12/02/2022,1809.60,177152,1817.00,1818.70,1791.80
12/01/2022,1815.20,219246,1783.10,1818.40,1782.90
11/30/2022,1759.90,183177,1763.40,1784.20,1758.20
11/29/2022,1763.70,125501,1754.60,1773.40,1752.90
11/28/2022,1755.30,126938,1771.10,1778.50,1753.30
11/25/2022,1768.80,62238,1765.20,1776.00,1760.60
11/23/2022,1760.40,72154,1755.60,1769.70,1733.50
11/22/2022,1754.80,57764,1755.40,1765.80,1752.40
11/21/2022,1754.60,64912,1766.60,1769.70,1748.80
11/18/2022,1769.00,29695,1777.60,1784.50,1764.00
11/17/2022,1763.00,164553,1777.00,1777.60,1756.60
11/16/2022,1775.80,191870,1782.00,1788.20,1773.40
11/15/2022,1774.70,276828,1774.00,1791.80,1770.20
11/14/2022,1774.20,184022,1769.40,1778.40,1755.80
11/11/2022,1774.20,182646,1758.30,1775.60,1750.30
11/10/2022,1753.70,284865,1709.70,1760.60,1705.50
11/09/2022,1715.80,221627,1715.20,1725.80,1705.10
11/08/2022,1716.00,276996,1678.00,1720.40,1667.10
11/07/2022,1680.50,170491,1678.60,1685.60,1670.00
11/04/2022,1685.70,279525,1631.70,1686.40,1631.10
11/03/2022,1637.70,241648,1639.10,1643.20,1618.30
11/02/2022,1651.00,215445,1651.40,1673.10,1637.40
11/01/2022,1636.40,193178,1636.10,1660.30,1633.60
10/31/2022,1648.30,124445,1647.20,1648.50,1634.50
10/28/2022,1648.30,186519,1667.20,1670.90,1640.70
10/27/2022,1668.80,180599,1668.80,1674.80,1658.50
10/26/2022,1669.20,183453,1657.70,1679.40,1653.80
10/25/2022,1658.00,178706,1654.50,1666.80,1641.20
10/24/2022,1654.10,167448,1662.90,1675.50,1648.00
10/21/2022,1656.30,265985,1632.40,1663.10,1621.10
10/20/2022,1636.80,159797,1634.60,1650.30,1626.30
10/19/2022,1634.20,172551,1657.20,1659.80,1632.20
10/18/2022,1655.50,N/A,1655.50,1655.50,1655.50
10/17/2022,1664.00,144374,1649.90,1674.30,1649.10
10/14/2022,1672.90,N/A,1672.90,1672.90,1672.90
10/13/2022,1672.90,N/A,1672.90,1672.90,1672.90
10/12/2022,1677.50,127689,1673.40,1685.10,1668.00
10/11/2022,1686.00,166065,1675.60,1691.30,1667.50
10/10/2022,1675.20,152626,1703.40,1707.40,1672.50
10/07/2022,1709.30,153813,1721.00,1722.80,1698.40
10/06/2022,1720.90,134333,1725.50,1734.20,1714.80
10/05/2022,1720.80,168000,1734.40,1736.60,1708.80
10/04/2022,1730.50,199426,1708.40,1738.70,1704.00
10/03/2022,1702.00,207858,1670.50,1710.40,1666.50
09/30/2022,1672.00,173144,1669.50,1684.40,1667.50
09/29/2022,1668.60,196633,1669.00,1673.10,1649.30
09/28/2022,1670.00,270952,1636.50,1671.60,1622.20
09/27/2022,1636.20,192565,1629.20,1650.10,1628.70
09/26/2022,1633.40,213873,1651.00,1657.20,1627.70
09/23/2022,1655.60,236570,1680.10,1685.00,1646.60
09/22/2022,1681.10,232407,1682.80,1693.50,1663.30
09/21/2022,1675.70,221902,1673.20,1696.90,1661.30
09/20/2022,1671.10,140765,1684.90,1688.80,1668.10
09/19/2022,1678.20,138336,1685.40,1688.80,1667.60
09/16/2022,1683.50,209506,1673.70,1689.90,1661.90
09/15/2022,1677.30,257001,1707.20,1707.80,1668.90
09/14/2022,1709.10,159797,1711.60,1717.30,1703.30
09/13/2022,1717.40,228966,1736.00,1742.90,1706.70
09/12/2022,1740.60,152588,1728.40,1746.40,1722.30
09/09/2022,1728.60,151576,1719.60,1740.50,1719.40
09/08/2022,1720.20,182302,1729.50,1739.40,1713.70
09/07/2022,1727.80,169690,1712.90,1731.20,1701.70
09/06/2022,1712.90,202021,1724.20,1737.40,1710.60
09/02/2022,1722.60,171140,1707.80,1729.50,1705.90
09/01/2022,1709.30,192532,1723.00,1723.00,1699.10
08/31/2022,1726.20,169549,1735.50,1738.00,1720.60
08/30/2022,1736.30,126018,1749.80,1752.80,1732.90
08/29/2022,1749.70,151838,1748.40,1757.90,1731.40
08/26/2022,1749.80,169654,1771.80,1772.30,1746.20
08/25/2022,1771.40,114539,1764.40,1778.80,1763.00
08/24/2022,1761.50,111405,1761.30,1769.50,1754.80
08/23/2022,1761.20,140603,1750.00,1767.50,1743.10
08/22/2022,1748.40,137883,1760.60,1762.10,1740.20
08/19/2022,1762.90,133714,1773.10,1773.30,1759.10
08/18/2022,1771.20,119686,1777.10,1786.30,1768.80
08/17/2022,1776.70,134521,1790.80,1796.60,1773.90
08/16/2022,1789.70,90514,1795.50,1798.00,1785.40
08/15/2022,1798.10,134361,1818.90,1818.90,1787.60
08/12/2022,1815.50,114600,1805.20,1819.10,1799.60
08/11/2022,1807.20,115221,1807.90,1814.90,1798.60
08/10/2022,1813.70,151584,1811.50,1824.60,1803.30
08/09/2022,1812.30,117689,1805.50,1817.00,1799.40
08/08/2022,1805.20,101477,1790.30,1806.40,1786.90
08/05/2022,1791.20,164173,1807.70,1811.60,1780.20
08/04/2022,1806.90,146208,1782.10,1812.00,1779.40
08/03/2022,1776.40,147085,1777.30,1789.40,1770.00
08/02/2022,1789.70,169496,1789.20,1805.00,1776.00
08/01/2022,1787.70,131463,1782.50,1792.50,1774.30
07/29/2022,1781.80,136893,1773.10,1784.60,1768.40
07/28/2022,1769.20,186813,1751.40,1774.40,1750.40
07/27/2022,1737.50,114058,1733.10,1758.20,1727.00
07/26/2022,1735.70,84467,1735.90,1744.30,1729.60
07/25/2022,1737.10,73873,1744.00,1752.50,1730.90
07/22/2022,1745.30,70482,1735.30,1755.90,1729.80
07/21/2022,1731.30,56532,1711.50,1737.30,1696.10
07/20/2022,1717.70,47329,1727.00,1730.40,1707.80
07/19/2022,1728.10,23419,1725.20,1734.20,1720.70
07/18/2022,1710.20,144409,1706.40,1722.00,1704.40
07/15/2022,1703.60,172240,1708.20,1714.20,1696.60
07/14/2022,1705.80,242301,1733.60,1734.80,1695.00
07/13/2022,1735.50,269477,1723.60,1744.30,1704.50
07/12/2022,1724.80,230448,1731.30,1742.20,1721.60
07/11/2022,1731.70,151802,1741.50,1743.00,1729.00
07/08/2022,1742.30,166939,1738.70,1751.70,1726.00
07/07/2022,1739.70,143028,1737.20,1748.20,1734.70
07/06/2022,1736.50,249079,1764.20,1771.50,1730.70
07/05/2022,1763.90,293094,1814.40,1815.20,1763.00
07/01/2022,1801.50,238651,1808.10,1813.60,1783.40
06/30/2022,1807.30,196788,1819.20,1826.80,1802.50
06/29/2022,1817.50,147761,1821.40,1834.90,1810.70
06/28/2022,1821.20,103812,1823.60,1830.90,1819.10
06/27/2022,1824.80,135496,1839.60,1842.80,1821.80
